timestamp,uid,source_ip,source_port,dest_ip,dest_port,protocol,service,duration,orig_bytes,resp_bytes,conn_state,label,attack_type,log_id,link_id,device_id,packet_size,anomaly_id,type_id,score,is_genuine,model_used,detected_at
1545404474.906275,CIsnYgS10koPgiJq5,192.168.1.195,49014,185.244.25.235,6667,tcp,-,3.115707,0,0,S0,Malicious,C&C,65,1,8,0,13,1,0.9,True,IoT-23 Labels,1545404474.906275
1545404482.101919,CTjzEkchTF8VRPqIg,192.168.1.195,49014,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,66,1,8,0,14,1,0.9,True,IoT-23 Labels,1545404482.101919
1545404484.908314,Ct25lt30GGfcWMYh35,192.168.1.195,49016,185.244.25.235,6667,tcp,-,3.113737,0,0,S0,Malicious,C&C,67,1,8,0,15,1,0.9,True,IoT-23 Labels,1545404484.908314
1545404492.101968,C5I0Yj2t7IwrCK1Uqc,192.168.1.195,49016,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,68,1,8,0,16,1,0.9,True,IoT-23 Labels,1545404492.101968
1545404494.910368,CdiKg21PTO0LAFRwVe,192.168.1.195,49018,185.244.25.235,6667,tcp,-,3.111728,0,0,S0,Malicious,C&C,69,1,8,0,17,1,0.9,True,IoT-23 Labels,1545404494.910368
1545404502.102023,C5k1AB2YWueou6CTWf,192.168.1.195,49018,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,70,1,8,0,18,1,0.9,True,IoT-23 Labels,1545404502.102023
1545404504.912673,CrSJIt20bDdZqZUYp1,192.168.1.195,49020,185.244.25.235,6667,tcp,-,3.109484,0,0,S0,Malicious,C&C,72,1,8,0,19,1,0.9,True,IoT-23 Labels,1545404504.912673
1545404512.102083,CO2dM71oDWUryjUMDj,192.168.1.195,49020,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,73,1,8,0,20,1,0.9,True,IoT-23 Labels,1545404512.102083
1545404514.914728,CZ4dXoqNzFjTElq94,192.168.1.195,49022,185.244.25.235,6667,tcp,-,3.107231,0,0,S0,Malicious,C&C,74,1,8,0,21,1,0.9,True,IoT-23 Labels,1545404514.914728
1545404522.102136,CBknB02HKMWPrPgkph,192.168.1.195,49022,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,75,1,8,0,22,1,0.9,True,IoT-23 Labels,1545404522.102136
1545404524.916784,C56qfa4TsblBeqwTl5,192.168.1.195,49024,185.244.25.235,6667,tcp,-,3.105229,0,0,S0,Malicious,C&C,76,1,8,0,23,1,0.9,True,IoT-23 Labels,1545404524.916784
1545404532.101960,CY18Cw2qu617FpMxsl,192.168.1.195,49024,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,77,1,8,0,24,1,0.9,True,IoT-23 Labels,1545404532.101960
1545404534.918836,CMeP0t2oHP0cRhhA9i,192.168.1.195,49026,185.244.25.235,6667,tcp,-,3.103231,0,0,S0,Malicious,C&C,78,1,8,0,25,1,0.9,True,IoT-23 Labels,1545404534.918836
1545404542.102011,C4mdBV3ZZeEkVLM3Xi,192.168.1.195,49026,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,79,1,8,0,26,1,0.9,True,IoT-23 Labels,1545404542.102011
1545404544.920891,CFTSQF2XHk2oAhhp25,192.168.1.195,49030,185.244.25.235,6667,tcp,-,3.101231,0,0,S0,Malicious,C&C,82,1,8,0,27,1,0.9,True,IoT-23 Labels,1545404544.920891
1545404552.102054,C7Ym4S1axtJxMxFCwi,192.168.1.195,49030,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,85,1,8,0,28,1,0.9,True,IoT-23 Labels,1545404552.102054
1545404554.923202,CGqFCZ0JqJyDM8Uqk,192.168.1.195,49034,185.244.25.235,6667,tcp,-,3.098977,0,0,S0,Malicious,C&C,86,1,8,0,29,1,0.9,True,IoT-23 Labels,1545404554.923202
1545404562.102105,CAjm603zlpb2l9J1Wk,192.168.1.195,49034,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,88,1,8,0,30,1,0.9,True,IoT-23 Labels,1545404562.102105
1545404564.925249,CZLVsiyUkkFIYI5rk,192.168.1.195,49036,185.244.25.235,6667,tcp,-,3.096735,0,0,S0,Malicious,C&C,89,1,8,0,31,1,0.9,True,IoT-23 Labels,1545404564.925249
1545404572.102159,C3mfCx3gvO5JyXUe87,192.168.1.195,49036,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,92,1,8,0,32,1,0.9,True,IoT-23 Labels,1545404572.102159
1545404574.927318,CrLlx9TLlTq1dMxh6,192.168.1.195,49038,185.244.25.235,6667,tcp,-,3.094737,0,0,S0,Malicious,C&C,93,1,8,0,33,1,0.9,True,IoT-23 Labels,1545404574.927318
1545404582.102215,C1ov721PgACxgDbiA8,192.168.1.195,49038,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,94,1,8,0,34,1,0.9,True,IoT-23 Labels,1545404582.102215
1545404584.929356,CHpAyr3COAzXf03kf2,192.168.1.195,49040,185.244.25.235,6667,tcp,-,3.092739,0,0,S0,Malicious,C&C,96,1,8,0,35,1,0.9,True,IoT-23 Labels,1545404584.929356
1545404592.102020,Ctgluo3LYyQVjdFzqi,192.168.1.195,49040,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,97,1,8,0,36,1,0.9,True,IoT-23 Labels,1545404592.102020
1545404603.647442,CKiIBv3jJpBL8G6RX,192.168.1.195,49050,185.244.25.235,6667,tcp,-,3.094738,0,0,S0,Malicious,C&C,98,1,8,0,37,1,0.9,True,IoT-23 Labels,1545404603.647442
1545404610.822116,CCvkT316ETXqacq5xb,192.168.1.195,49050,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,99,1,8,0,38,1,0.9,True,IoT-23 Labels,1545404610.822116
1545404613.649497,CPPe5KWPZEdYdQIle,192.168.1.195,49052,185.244.25.235,6667,tcp,-,3.092739,0,0,S0,Malicious,C&C,101,1,8,0,39,1,0.9,True,IoT-23 Labels,1545404613.649497
1545404620.822165,C24FyB3fbuN2BeoMnc,192.168.1.195,49052,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,103,1,8,0,40,1,0.9,True,IoT-23 Labels,1545404620.822165
1545404623.651556,CCa9HK15p4O566bci,192.168.1.195,49054,185.244.25.235,6667,tcp,-,3.090486,0,0,S0,Malicious,C&C,104,1,8,0,41,1,0.9,True,IoT-23 Labels,1545404623.651556
1545404630.822218,CFgCmROzYedRjiyp6,192.168.1.195,49054,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,105,1,8,0,42,1,0.9,True,IoT-23 Labels,1545404630.822218
1545404633.653635,CfigIw4QkjMSNBx35g,192.168.1.195,49056,185.244.25.235,6667,tcp,-,3.088476,0,0,S0,Malicious,C&C,106,1,8,0,43,1,0.9,True,IoT-23 Labels,1545404633.653635
1545404640.822049,C3pIwt1F9bJFnLY1Yk,192.168.1.195,49056,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,108,1,8,0,44,1,0.9,True,IoT-23 Labels,1545404640.822049
1545404645.714235,CUUCnn2WtsxJZ52MV2,192.168.1.195,49060,185.244.25.235,6667,tcp,-,3.107985,0,0,S0,Malicious,C&C,109,1,8,0,45,1,0.9,True,IoT-23 Labels,1545404645.714235
1545404652.902142,CBdqeg2tUll0Dr7ohg,192.168.1.195,49060,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,110,1,8,0,46,1,0.9,True,IoT-23 Labels,1545404652.902142
1545404661.949488,Cl1v7p4KZ9R4Zs9Dxb,192.168.1.195,49072,185.244.25.235,6667,tcp,-,3.112743,0,0,S0,Malicious,C&C,111,1,8,0,47,1,0.9,True,IoT-23 Labels,1545404661.949488
1545404669.142143,CKBot745Bv2kfX3f1l,192.168.1.195,49072,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,112,1,8,0,48,1,0.9,True,IoT-23 Labels,1545404669.142143
1545404677.247025,C5SnwD8bLTAujLz05,192.168.1.195,49082,185.244.25.235,6667,tcp,-,3.095254,0,0,S0,Malicious,C&C,113,1,8,0,49,1,0.9,True,IoT-23 Labels,1545404677.247025
1545404685.314180,C2oars3XT9vxKCYaX8,192.168.1.195,49084,185.244.25.235,6667,tcp,-,3.107988,0,0,S0,Malicious,C&C,115,1,8,0,50,1,0.9,True,IoT-23 Labels,1545404685.314180
1545404692.502101,Chhy3r4zBhF9L0ERC1,192.168.1.195,49084,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,117,1,8,0,51,1,0.9,True,IoT-23 Labels,1545404692.502101
1545404695.316250,CluNqF3ksr1jhBHs14,192.168.1.195,49088,185.244.25.235,6667,tcp,-,3.105976,0,0,S0,Malicious,C&C,119,1,8,0,52,1,0.9,True,IoT-23 Labels,1545404695.316250
1545404702.502152,CXJRL90r4AVdX3VPk,192.168.1.195,49088,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,120,1,8,0,53,1,0.9,True,IoT-23 Labels,1545404702.502152
1545404409.843814,C9JNfI2LrTTIXKmW5d,192.168.1.195,48994,185.244.25.235,6667,tcp,irc,1.128098,75,243,S3,Malicious,C&C,123,1,8,318,54,1,0.9,True,IoT-23 Labels,1545404409.843814
1545404705.318288,CjhrbhqQGvjXCYZX4,192.168.1.195,49090,185.244.25.235,6667,tcp,-,3.103981,0,0,S0,Malicious,C&C,124,1,8,0,55,1,0.9,True,IoT-23 Labels,1545404705.318288
1545404712.502208,CvJIdm4qpdChzKfvvk,192.168.1.195,49090,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,125,1,8,0,56,1,0.9,True,IoT-23 Labels,1545404712.502208
1545404719.418504,CFO0nq21NVJg4dmuk5,192.168.1.195,49094,185.244.25.235,6667,tcp,-,3.083745,0,0,S0,Malicious,C&C,127,1,8,0,57,1,0.9,True,IoT-23 Labels,1545404719.418504
1545404424.977436,CwxrWs2uD0kK3qxdqj,192.168.1.195,49002,185.244.25.235,6667,tcp,irc,1.484655,75,243,S3,Malicious,C&C,128,1,8,318,58,1,0.9,True,IoT-23 Labels,1545404424.977436
1545404420.926493,CH6eOnFInFzV9CnWd,192.168.1.195,49000,185.244.25.235,6667,tcp,irc,4.095418,75,243,S3,Malicious,C&C,129,1,8,318,59,1,0.9,True,IoT-23 Labels,1545404420.926493
1545404726.582175,C5FpDK19zsz5hFvFq8,192.168.1.195,49094,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,130,1,8,0,60,1,0.9,True,IoT-23 Labels,1545404726.582175
1545404729.420308,CY8eOO34iQsGfUh0Pe,192.168.1.195,49096,185.244.25.235,6667,tcp,-,3.081995,0,0,S0,Malicious,C&C,131,1,8,0,61,1,0.9,True,IoT-23 Labels,1545404729.420308
1545404736.582243,CTuT0u1TjQnTQmwXR1,192.168.1.195,49096,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,132,1,8,0,62,1,0.9,True,IoT-23 Labels,1545404736.582243
1545404739.422610,CFRfcf38wbjoUuvn2a,192.168.1.195,49098,185.244.25.235,6667,tcp,-,3.1597,0,0,S0,Malicious,C&C,133,1,8,0,63,1,0.9,True,IoT-23 Labels,1545404739.422610
1545404746.662241,CS2FA23kKBUAFMRita,192.168.1.195,49098,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,134,1,8,0,64,1,0.9,True,IoT-23 Labels,1545404746.662241
1545404757.646478,CJFj5v2mATzicfvjb,192.168.1.195,49104,185.244.25.235,6667,tcp,-,3.095753,0,0,S0,Malicious,C&C,136,1,8,0,65,1,0.9,True,IoT-23 Labels,1545404757.646478
1545404764.822149,CvUiXz23hywlKNS7og,192.168.1.195,49104,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,137,1,8,0,66,1,0.9,True,IoT-23 Labels,1545404764.822149
1545404767.648780,CLPD4i3fR8sJnYXtM9,192.168.1.195,49106,185.244.25.235,6667,tcp,-,3.093494,0,0,S0,Malicious,C&C,138,1,8,0,67,1,0.9,True,IoT-23 Labels,1545404767.648780
1545404473.621990,CY3ZFX2y1lrzmruqP1,192.168.1.195,49012,185.244.25.235,6667,tcp,irc,1.329994,75,243,S3,Malicious,C&C,140,1,8,318,68,1,0.9,True,IoT-23 Labels,1545404473.621990
1545404774.822195,Cd9pKg11uYu0rtloF,192.168.1.195,49106,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,141,1,8,0,69,1,0.9,True,IoT-23 Labels,1545404774.822195
1545404777.650834,C0L40U2EwaCTNn4IVb,192.168.1.195,49108,185.244.25.235,6667,tcp,-,3.091487,0,0,S0,Malicious,C&C,142,1,8,0,70,1,0.9,True,IoT-23 Labels,1545404777.650834
1545404784.822260,CjowzU2nWE1gVMC1lh,192.168.1.195,49108,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,145,1,8,0,71,1,0.9,True,IoT-23 Labels,1545404784.822260
1545404787.652885,C49tIS1LqeD8PX3GAc,192.168.1.195,49110,185.244.25.235,6667,tcp,-,3.089256,0,0,S0,Malicious,C&C,146,1,8,0,72,1,0.9,True,IoT-23 Labels,1545404787.652885
1545404794.822301,CAteRa3mn8x68tchFk,192.168.1.195,49110,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,147,1,8,0,73,1,0.9,True,IoT-23 Labels,1545404794.822301
1545404797.654944,CU5gvE33Fl7QWBlZ35,192.168.1.195,49112,185.244.25.235,6667,tcp,-,3.087235,0,0,S0,Malicious,C&C,148,1,8,0,74,1,0.9,True,IoT-23 Labels,1545404797.654944
1545404805.712351,CPkFyB3J0OQYhcnxb4,192.168.1.195,49114,185.244.25.235,6667,tcp,-,3.109975,0,0,S0,Malicious,C&C,149,1,8,0,75,1,0.9,True,IoT-23 Labels,1545404805.712351
1545404812.902252,CmjIGn17YXrgpSHwGg,192.168.1.195,49114,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,150,1,8,0,76,1,0.9,True,IoT-23 Labels,1545404812.902252
1545404815.714411,Cuuzkp3JCF1sVBsiz2,192.168.1.195,49116,185.244.25.235,6667,tcp,-,3.107967,0,0,S0,Malicious,C&C,151,1,8,0,77,1,0.9,True,IoT-23 Labels,1545404815.714411
1545404822.902304,COi6794oZeXJ0xKS7,192.168.1.195,49116,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,153,1,8,0,78,1,0.9,True,IoT-23 Labels,1545404822.902304
1545404825.716702,CbPiYr3RyjVF4r7p7k,192.168.1.195,49120,185.244.25.235,6667,tcp,-,3.105494,0,0,S0,Malicious,C&C,154,1,8,0,79,1,0.9,True,IoT-23 Labels,1545404825.716702
1545404832.902363,CPEtW74ROHRbcaOjo3,192.168.1.195,49120,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,156,1,8,0,80,1,0.9,True,IoT-23 Labels,1545404832.902363
1545404839.757450,C7hgdt12ULjfNjmGS5,192.168.1.195,49124,185.244.25.235,6667,tcp,-,3.144719,0,0,S0,Malicious,C&C,159,1,8,0,81,1,0.9,True,IoT-23 Labels,1545404839.757450
1545404846.982335,CxhxDi47PqNcyp0y6d,192.168.1.195,49124,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,161,1,8,0,82,1,0.9,True,IoT-23 Labels,1545404846.982335
1545404849.759504,Ce5SKy2Rvs2XYKABKi,192.168.1.195,49126,185.244.25.235,6667,tcp,-,3.142724,0,0,S0,Malicious,C&C,162,1,8,0,83,1,0.9,True,IoT-23 Labels,1545404849.759504
1545404856.982157,C1Giyu2AzCnmW6cbUf,192.168.1.195,49126,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,164,1,8,0,84,1,0.9,True,IoT-23 Labels,1545404856.982157
1545404859.761554,CVDYPr4z79bLrJPA1c,192.168.1.195,49128,185.244.25.235,6667,tcp,-,3.140713,0,0,S0,Malicious,C&C,165,1,8,0,85,1,0.9,True,IoT-23 Labels,1545404859.761554
1545404866.982205,CBbkWj4O5GwR9sUAvd,192.168.1.195,49128,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,166,1,8,0,86,1,0.9,True,IoT-23 Labels,1545404866.982205
1545404869.763610,Cy87QM3fGYacKN0GFl,192.168.1.195,49130,185.244.25.235,6667,tcp,-,3.138715,0,0,S0,Malicious,C&C,167,1,8,0,87,1,0.9,True,IoT-23 Labels,1545404869.763610
1545404876.982254,CV6eLo2xxWFbanksFl,192.168.1.195,49130,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,168,1,8,0,88,1,0.9,True,IoT-23 Labels,1545404876.982254
1545404879.765659,Cdd2mh14vrQmCQulni,192.168.1.195,49132,185.244.25.235,6667,tcp,-,3.136714,0,0,S0,Malicious,C&C,169,1,8,0,89,1,0.9,True,IoT-23 Labels,1545404879.765659
1545404888.583884,C1vih711UMbO2HfnD4,192.168.1.195,49136,185.244.25.235,6667,tcp,-,3.118474,0,0,S0,Malicious,C&C,171,1,8,0,90,1,0.9,True,IoT-23 Labels,1545404888.583884
1545404594.931414,C2qPGk4CRLQdpnqCbf,192.168.1.195,49042,185.244.25.235,6667,tcp,irc,1.080627,75,243,S3,Malicious,C&C,173,1,8,318,91,1,0.9,True,IoT-23 Labels,1545404594.931414
1545404595.966568,CCBGrQ1JQA2LKbh7if,192.168.1.195,49044,185.244.25.235,6667,tcp,irc,1.105621,74,242,S3,Malicious,C&C,174,1,8,316,92,1,0.9,True,IoT-23 Labels,1545404595.966568
1545404597.029712,C4QrYHrCwwI7BG5He,192.168.1.195,49046,185.244.25.235,6667,tcp,irc,4.562408,75,243,S3,Malicious,C&C,177,1,8,318,93,1,0.9,True,IoT-23 Labels,1545404597.029712
1545404896.755729,Ctn3Rg3m6wjAkpiXoi,192.168.1.195,49142,185.244.25.235,6667,tcp,-,3.106482,0,0,S0,Malicious,C&C,178,1,8,0,94,1,0.9,True,IoT-23 Labels,1545404896.755729
1545404601.550887,CdnFaf4rNaurWOpgjf,192.168.1.195,49048,185.244.25.235,6667,tcp,irc,2.141281,75,243,S3,Malicious,C&C,179,1,8,318,95,1,0.9,True,IoT-23 Labels,1545404601.550887
1545404903.942386,ChEcXw1VpQsA8RJVq1,192.168.1.195,49142,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,182,1,8,0,96,1,0.9,True,IoT-23 Labels,1545404903.942386
1545404906.757787,CFUAHh3LcOBcAC56y7,192.168.1.195,49144,185.244.25.235,6667,tcp,-,3.104485,0,0,S0,Malicious,C&C,183,1,8,0,97,1,0.9,True,IoT-23 Labels,1545404906.757787
1545404913.942212,CM3RbR30qBV7zsXSO5,192.168.1.195,49144,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,186,1,8,0,98,1,0.9,True,IoT-23 Labels,1545404913.942212
1545404916.759834,CNdC0FvKmkZ9WnLOa,192.168.1.195,49146,185.244.25.235,6667,tcp,-,3.102483,0,0,S0,Malicious,C&C,187,1,8,0,99,1,0.9,True,IoT-23 Labels,1545404916.759834
1545404923.942242,CYDZEAsIYoh5aBHug,192.168.1.195,49146,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,188,1,8,0,100,1,0.9,True,IoT-23 Labels,1545404923.942242
1545404930.414553,Caljl120WLIZqBxcud,192.168.1.195,49152,185.244.25.235,6667,tcp,-,3.12773,0,0,S0,Malicious,C&C,190,1,8,0,101,1,0.9,True,IoT-23 Labels,1545404930.414553
1545404937.622197,CVBQG53MtH12jJdqXa,192.168.1.195,49152,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,191,1,8,0,102,1,0.9,True,IoT-23 Labels,1545404937.622197
1545404643.655670,CKpleE2ozYjCC8ITP8,192.168.1.195,49058,185.244.25.235,6667,tcp,irc,2.106538,75,243,S3,Malicious,C&C,192,1,8,318,103,1,0.9,True,IoT-23 Labels,1545404643.655670
1545404940.416608,CMWKbuDM4JzzYmQt8,192.168.1.195,49154,185.244.25.235,6667,tcp,-,3.125718,0,0,S0,Malicious,C&C,193,1,8,0,104,1,0.9,True,IoT-23 Labels,1545404940.416608
1545404947.622252,CeO3Sy1XXHqm4xMWg6,192.168.1.195,49154,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,194,1,8,0,105,1,0.9,True,IoT-23 Labels,1545404947.622252
1545404656.756696,CiqisUwF4iPOrqkve,192.168.1.195,49064,185.244.25.235,6667,tcp,irc,1.085384,74,242,S3,Malicious,C&C,195,1,8,316,106,1,0.9,True,IoT-23 Labels,1545404656.756696
1545404655.716305,CZeayF1JvD2MjoMTQ2,192.168.1.195,49062,185.244.25.235,6667,tcp,irc,1.085865,75,243,S3,Malicious,C&C,196,1,8,318,107,1,0.9,True,IoT-23 Labels,1545404655.716305
1545404657.801601,CTFnB43IvwZE17B3pc,192.168.1.195,49066,185.244.25.235,6667,tcp,irc,2.080571,75,243,S3,Malicious,C&C,197,1,8,318,108,1,0.9,True,IoT-23 Labels,1545404657.801601
1545404659.839439,CHTaOL93Y6RoEM1Ba,192.168.1.195,49068,185.244.25.235,6667,tcp,irc,1.102625,75,243,S3,Malicious,C&C,198,1,8,318,109,1,0.9,True,IoT-23 Labels,1545404659.839439
1545404955.637432,CWFVZy1STmLpIHVMRf,192.168.1.195,49160,185.244.25.235,6667,tcp,-,3.104984,0,0,S0,Malicious,C&C,199,1,8,0,110,1,0.9,True,IoT-23 Labels,1545404955.637432
1545404660.893839,CiWz8O37n9xivuuD17,192.168.1.195,49070,185.244.25.235,6667,tcp,irc,1.108372,75,243,S3,Malicious,C&C,200,1,8,318,111,1,0.9,True,IoT-23 Labels,1545404660.893839
1545404962.822351,C70aGe2se9IQSJeG9d,192.168.1.195,49160,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,202,1,8,0,112,1,0.9,True,IoT-23 Labels,1545404962.822351
1545404965.639484,CKS9Fl1ki4ZISDxo3a,192.168.1.195,49162,185.244.25.235,6667,tcp,-,3.102734,0,0,S0,Malicious,C&C,203,1,8,0,113,1,0.9,True,IoT-23 Labels,1545404965.639484
1545404672.988951,CCNgId2oq1MgYV8F47,192.168.1.195,49076,185.244.25.235,6667,tcp,irc,1.103122,75,243,S3,Malicious,C&C,204,1,8,318,114,1,0.9,True,IoT-23 Labels,1545404672.988951
1545404671.951549,CRd3dm3Jm9sPrthV4,192.168.1.195,49074,185.244.25.235,6667,tcp,irc,1.080627,75,243,S3,Malicious,C&C,205,1,8,318,115,1,0.9,True,IoT-23 Labels,1545404671.951549
1545404674.046099,CqRg1t38GOv7ZA2Pg6,192.168.1.195,49078,185.244.25.235,6667,tcp,irc,1.136107,75,243,S3,Malicious,C&C,207,1,8,318,116,1,0.9,True,IoT-23 Labels,1545404674.046099
1545404675.135228,CN7YPpKaqCg34Lbz6,192.168.1.195,49080,185.244.25.235,6667,tcp,irc,2.111047,75,243,S3,Malicious,C&C,208,1,8,318,117,1,0.9,True,IoT-23 Labels,1545404675.135228
1545404972.822394,Cs5jpl4mOz9gNbrKtc,192.168.1.195,49162,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,209,1,8,0,118,1,0.9,True,IoT-23 Labels,1545404972.822394
1545404975.641548,CzGYmP1GsV3gN2yfX7,192.168.1.195,49164,185.244.25.235,6667,tcp,-,3.100741,0,0,S0,Malicious,C&C,210,1,8,0,119,1,0.9,True,IoT-23 Labels,1545404975.641548
1545404684.422290,CjFtLbAQBiELhRHml,192.168.1.195,49082,185.244.25.235,6667,tcp,irc,0.939867,75,243,S3,Malicious,C&C,211,1,8,318,120,1,0.9,True,IoT-23 Labels,1545404684.422290
1545404982.822444,CainD50BIfhHm8Ryf,192.168.1.195,49164,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,212,1,8,0,121,1,0.9,True,IoT-23 Labels,1545404982.822444
1545404985.643837,CipRboAat3fZ2YYr4,192.168.1.195,49166,185.244.25.235,6667,tcp,-,3.098492,0,0,S0,Malicious,C&C,213,1,8,0,122,1,0.9,True,IoT-23 Labels,1545404985.643837
1545404992.822248,Cjdqxbb34C4AfzoQg,192.168.1.195,49166,185.244.25.235,6667,tcp,-,0.0,0,0,S0,Malicious,C&C,214,1,8,0,123,1,0.9,True,IoT-23 Labels,1545404992.822248
1545404995.645898,C7RtZa3O8tyzMCtj2,192.168.1.195,49168,185.244.25.235,6667,tcp,-,3.096478,0,0,S0,Malicious,C&C,215,1,8,0,124,1,0.9,True,IoT-23 Labels,1545404995.645898
